,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,AEROFLEX,EQ,       204.56,                815071276.38,3987237
,AERON,SM,       132.40,                  6072200.00,45000
,AESTHETIK,ST,       136.00,                  4641400.00,34000
,AETHER,EQ,       769.45,                139451003.65,180602
,AFCONS,EQ,       438.60,                409734539.25,936393
,AFFLE,EQ,      1956.60,                642407697.50,327846
,AFFORDABLE,EQ,       450.40,                  6075266.75,13425
,AFIL,EQ,         7.49,                  3930737.60,522509
,AFSL,EQ,       248.58,                 16795660.51,66929
,AGARIND,EQ,       971.65,                 16612461.00,17072
,AGARWALEYE,EQ,       399.95,                 98232957.60,244658
,AGARWALFT,SM,        47.50,                    71250.00,1500
,AGARWALTUF,ST,       114.85,                 10965300.00,91200
,AGI,EQ,       814.40,                 37103053.50,45344
,AGIIL,EQ,       999.60,                265181792.80,268463
,AGNI,ST,        28.35,                   425000.00,15000
,AGRITECH,EQ,       158.51,                   814234.99,5144
,AGROPHOS,EQ,        36.02,                  1275848.74,35332
,AGSTRA,BE,         4.54,                   336795.36,74184
,AGUL,SM,        48.90,                   193600.00,4000
,AHLADA,EQ,        68.34,                  2787465.26,40532
,AHLEAST,EQ,       146.27,                   362951.46,2468
,AHLUCONT,EQ,       942.40,                 13220505.35,13994
,AIAENG,EQ,      3324.20,                124921968.20,37484
,AIIL,EQ,      2646.40,                401035271.60,151492
,AILIMITED,ST,        66.15,                   198450.00,3000
,AIMTRON,SM,       640.55,                 29005360.00,44800
,AIRAN,EQ,        30.15,                  4768568.19,157233
,AIROLAM,EQ,       114.59,                   616534.80,5418
,AIRTELPP,E1,      1532.35,                212621580.20,139760
,AJANTPHARM,EQ,      2568.40,                252499129.90,98052
,AJAXENGG,EQ,       628.60,                 59903791.85,94700
,AJMERA,EQ,       923.00,                 65896630.30,71361
,AJOONI,EQ,         6.03,                  3983552.53,658879
,AKANKSHA,ST,       106.60,                   831100.00,8000
,AKASH,EQ,        28.21,                   250569.60,8870
,AKG,EQ,        14.60,                  1289367.69,86402
,AKI,BE,         7.82,                   433307.13,56627
,AKSHAR,BE,          .54,                  1002041.06,1817754
,AKSHARCHEM,EQ,       256.47,                   656831.17,2563
,AKSHOPTFBR,EQ,         8.82,                  2870233.56,322610
,AKUMS,EQ,       582.90,                199926937.50,343172
,AKZOINDIA,EQ,      3189.30,                 85927645.50,26543
,ALANKIT,EQ,        14.42,                  5246514.35,362558
,ALBERTDAVD,EQ,       842.80,                  2785173.70,3297
,ALEMBICLTD,EQ,       114.74,                 38137198.92,331368
,ALICON,EQ,       883.30,                  6100502.15,6879
,ALIVUS,EQ,       994.60,                119434900.40,118348
,ALKALI,EQ,        98.00,                   799031.07,8101
,ALKEM,EQ,      4841.00,               1568799364.00,323731
,ALKYLAMINE,EQ,      2270.30,                359663473.10,156599
,ALLCARGO,EQ,        35.01,                 86346226.67,2452985
,ALLDIGI,EQ,       923.00,                  5098867.70,5543
,ALLETEC,SM,       379.00,                  6231740.00,16400
,ALMONDZ,EQ,        20.05,                  7650877.50,380273
,ALOKINDS,EQ,        20.37,               2230924231.42,106379170
,ALPA,EQ,        99.72,                  1573851.61,15776
,ALPEXSOLAR,SM,      1079.05,                206242140.00,191600
,ALPHA,EQ,        51.30,                 44801488.23,874359
,ALPHAETF,EQ,        25.79,                 19007269.93,739694
,ALPHAGEO,EQ,       281.10,                  4190883.10,14769
,ALPL30IETF,EQ,        27.92,                  9232070.12,331200
,ALUWIND,ST,        80.50,                   933375.00,12000
,AMBER,EQ,      6786.50,               1278302255.50,187882
,AMBEY,SM,        39.40,                   390400.00,10000
,AMBICAAGAR,EQ,        29.01,                   340869.61,11787
,AMBIKCO,EQ,      1560.40,                  8835835.60,5669
,AMDIND,EQ,        49.74,                   322485.18,6451
,AMEYA,SM,       111.15,                   222300.00,2000
,AMIABLE,SM,        72.90,                   228800.00,3200
,AMJLAND,EQ,        64.15,                  4185551.35,64667
,AMNPLST,EQ,       247.90,                  2134965.24,8547
,AMRUTANJAN,EQ,       729.95,                  7548565.30,10351
,ANANDRATHI,EQ,      2072.70,                 96807150.80,46773
,ANANTRAJ,EQ,       564.25,               1453784139.20,2560319
,ANDHRAPAP,EQ,        82.90,                 10859186.47,131101
,ANDHRSUGAR,EQ,        83.47,                131512037.83,1582939
,ANGELONE,EQ,      2903.00,               3200498386.10,1113413
,ANIKINDS,EQ,       109.07,                   561661.45,5155
,ANKITMETAL,BZ,         1.93,                    78902.80,40237
,ANLON,SM,       416.10,                  7300060.00,17600
,ANMOL,EQ,        17.59,                   212511.82,12061
,ANNAPURNA,SM,       280.80,                 84415362.50,306250
,ANSALAPI,BZ,         4.07,                   109455.30,26470
,ANTGRAPHIC,EQ,         1.35,                  1116515.81,817666
,ANUHPHR,EQ,       206.76,                  7367071.79,35284
,ANUP,EQ,      2615.40,                 86013468.20,32697
,ANURAS,EQ,      1129.40,                137373268.60,121748
,ANYA,SM,        27.10,                  2167250.00,80000
,ANZEN,IV,       112.56,                109746000.00,975000
,AONELIQUID,EQ,      1014.02,                 22881534.44,22565
,AONENIFTY,EQ,        10.39,                  2443352.88,236258
,AONETOTAL,EQ,        11.83,                  7291739.08,617679
,APARINDS,EQ,      8672.00,               4587585568.00,530230
,APCL,EQ,       152.55,                  6842449.43,45190
,APCOTEXIND,EQ,       393.55,                 15130434.60,38350
,APEX,EQ,       240.96,                 18298447.70,76538
,APEXECO,SM,       118.65,                  1951680.00,16000
,APLAPOLLO,EQ,      1795.90,               1712767345.90,954651
,APLLTD,EQ,       974.60,                 36284631.10,37250
,APOLLO,EQ,       196.76,                850800200.18,4311773
,APOLLOPIPE,EQ,       426.95,                 40593262.85,94972
,APOLLOTYRE,EQ,       446.60,                540425745.30,1208086
,APOLSINHOT,EQ,      1297.60,                  2813392.40,2179
,APRAMEYA,ST,       164.60,                  3941250.00,24000
,APS,ST,       572.05,                 28194662.50,49500
,APTECHT,BE,       156.34,                 18730816.04,120728
,APTUS,EQ,       320.70,                295189184.95,923521
,ARABIAN,SM,        85.80,                   681600.00,8000
,ARCHIDPLY,EQ,       107.88,                  2693576.96,24869
,ARCHIES,BE,        23.08,                  2295047.49,99731
,ARE&M,EQ,       969.20,                386293123.30,397955
,ARENTERP,EQ,        51.33,                  1494779.34,29660
,ARHAM,SM,        89.15,                   798300.00,9000
,ARIES,EQ,       322.75,                 17024604.40,52169
,ARIHANTCAP,EQ,        86.04,                 58675132.31,675201
,ARIHANTSUP,EQ,       380.45,                  4552185.30,11993
,ARISINFRA,EQ,       176.84,                431890975.21,2413289
,ARKADE,EQ,       192.77,                325746050.20,1678348
,ARMANFIN,EQ,      1806.80,                 75273269.40,41998
,AROGRANITE,EQ,        40.34,                   130988.81,3256
,ARROWGREEN,BE,       629.00,                  7813761.60,12405
,ARSHIYA,BZ,         2.49,                    90791.41,36369
,ARTEMISMED,EQ,       252.15,                  9723197.50,38768
,ARTNIRMAN,BE,        61.07,                   174356.47,2865
,ARUNAYA,SM,        30.30,                  2624700.00,86000
,ARVEE,EQ,       162.07,                    24403.59,150
,ARVIND,EQ,       353.55,                 95115932.70,267105
,ARVINDFASN,EQ,       484.55,                152316868.95,313427
,ARVINDPORT,ST,        66.00,                  2458500.00,37500
,ARVSMART,EQ,       673.10,                 28577577.45,42523
,ASAHIINDIA,EQ,       718.85,                457261059.25,636985
,ASAHISONG,BE,       438.60,                  6041563.35,13605
,ASAL,EQ,       584.30,                 27552696.80,47193
,ASALCBR,EQ,      1075.80,                 34905109.40,32591
,ASCOM,ST,        86.05,                    43025.00,500
,ASHALOG,SM,        68.85,                   346650.00,5000
,ASHAPURMIN,EQ,       427.55,                 86178638.75,201573
,ASHIANA,EQ,       346.45,                 42729597.85,123369
,ASHIMASYN,BE,        27.81,                  2091374.89,75379
,ASHOKA,EQ,       213.88,                247383132.06,1157712
,ASHOKAMET,EQ,        17.23,                   723514.96,41862
,ASHOKLEY,EQ,       248.92,               2355683326.38,9494487
,ASIANENE,EQ,       304.10,                 22255890.05,73262
,ASIANHOTNR,BE,       347.00,                   112204.65,318
,ASIANTILES,BE,        64.81,                 22435344.61,345087
,ASKAUTOLTD,EQ,       516.65,                446753508.30,861277
,ASLIND,ST,        42.80,                   261900.00,6000
,ASMS,EQ,        13.63,                  8554079.90,621834
,ASPINWALL,EQ,       291.55,                  3212080.10,10997
,ASPIRE,ST,        33.10,                   331000.00,10000
,ASTEC,EQ,       971.80,                630347720.75,664503
,ASTERDM,EQ,       596.00,                819917827.85,1372727
,ASTRAL,EQ,      1522.30,               1313807223.70,867630
,ASTRAMICRO,EQ,      1067.00,                313312767.00,293248
,ASTRAZEN,EQ,      8748.50,                165751800.50,18909
,ASTRON,BE,        16.54,                   220145.08,13462
,ATALREAL,BE,        19.34,                  4224958.71,217533
,ATAM,EQ,       107.20,                  2396727.40,22256
,ATCENERGY,SM,        75.50,                 21978900.00,286800
,ATGL,EQ,       645.55,               1323887228.90,2065705
,ATHERENERG,EQ,       336.00,                292870959.25,867691
,ATL,EQ,        28.84,                  4604056.42,158007
,ATLANTAA,EQ,        35.75,                  1110105.13,31362
,ATLASCYCLE,BE,       128.95,                   477754.48,3740
,ATMASTCO,SM,       186.00,                  9674720.00,52400
,ATUL,EQ,      7325.00,                160494190.50,21914
,ATULAUTO,EQ,       455.80,                 19341501.00,42452
,AUBANK,EQ,       819.70,               4743286477.60,5819183
,AURDIS,SM,       148.05,                   654125.00,4375
,AURIONPRO,EQ,      1401.90,                478640407.80,349119
,AUROIMPEX,SM,        46.50,                   580720.00,12800
,AUROPHARMA,EQ,      1123.20,               1248378213.10,1110836
,AURUM,EQ,       195.03,                 13282320.14,67828
,AUSL,SM,        31.65,                   309300.00,10000
,AUSOMENT,BE,       109.19,                   204123.55,1846
,AUTOAXLES,EQ,      1824.10,                 17577058.40,9599
,AUTOBEES,EQ,       244.44,                 48986559.57,200952
,AUTOIETF,EQ,        24.45,                 16769845.64,687987
,AUTOIND,EQ,        80.84,                  6429372.16,79244
,AVADHSUGAR,EQ,       505.70,                  8557025.95,16854
,AVALON,EQ,       828.10,                168882935.25,202373
,AVANTEL,EQ,       157.52,                172156381.21,1086026
,AVANTIFEED,EQ,       728.45,                429179081.35,586877
,AVG,EQ,       294.95,                  4166964.70,14299
,AVIANSH,SM,       105.85,                   747100.00,7000
,AVL,EQ,       389.35,                 42912083.90,109037
,AVONMORE,BE,        18.38,                   624280.66,34000
,AVPINFRA,SM,       187.55,                  8739560.00,46400
,AVROIND,EQ,       168.64,                  2385899.22,14199
,AVTNPL,EQ,        64.37,                  9089178.40,140032
,AWFIS,EQ,       651.45,                166233803.00,256530
,AWHCL,EQ,       664.10,                108863837.60,163962
,AWL,EQ,       257.60,                370906442.50,1439756
,AXISBNKETF,EQ,       584.06,                  5155769.06,8838
,AXISBPSETF,EQ,        12.73,                   358476.11,28137
,AXISCADES,BE,      1359.70,                 93328310.00,69402
,AXISCETF,EQ,       121.08,                  1579377.75,13077
,AXISGOLD,EQ,        81.64,                 12505901.70,153101
,AXISHCETF,EQ,       144.67,                   313527.76,2166
,AXISILVER,EQ,       107.82,                 23433547.07,218429
,AXISNIFTY,EQ,       278.30,                  7029618.71,25348
,AXISTECETF,EQ,       419.54,                  1073563.78,2555
,AXISVALUE,EQ,        29.04,                  1291423.80,45318
,AXITA,EQ,         8.99,                 11443527.94,1271102
,AXSENSEX,EQ,        85.67,                   720599.60,8458
,AYMSYNTEX,EQ,       239.44,                  4048243.62,16647
,AZAD,EQ,      1586.70,                193321812.00,121386
,BABAFP,SM,        39.00,                   123440.00,3200
,BAFNAPH,BE,        78.24,                   178701.51,2297
,BAGFILMS,EQ,         7.43,                   776052.76,103740
,BAHETI,SM,       600.45,                 12702412.50,21375
,BAIDFIN,EQ,        11.41,                  1659365.77,144221
,BAJAJCON,EQ,       207.61,                397066091.26,1910988
,BAJAJELEC,EQ,       679.15,                 48076942.70,70760
,BAJAJHCARE,EQ,       523.55,                 28896864.15,54791
,BAJAJHIND,EQ,        24.45,                147244889.44,6040203
,BAJAJINDEF,EQ,       418.29,                 69555325.06,165788
,BAJEL,BE,       235.11,                 77019113.35,323602
,BALAJEE,EQ,        46.64,                  2903933.26,62072
,BALAJIPHOS,ST,       146.05,                  2604700.00,18000
,BALAJITELE,BE,        91.00,                   661806.44,7169
,BALAMINES,EQ,      1740.30,               1104048479.70,644191
,BALAXI,EQ,        49.98,                  5769194.27,115334
,BALCO,SM,        29.90,                    71760.00,2400
,BALKRISHNA,EQ,        21.18,                  1444501.21,68251
,BALKRISIND,EQ,      2433.30,                490987190.90,203299
,BALMLAWRIE,EQ,       211.02,                 33166043.19,156920
,BALPHARMA,EQ,       100.04,                  1726414.23,17238
,BALRAMCHIN,EQ,       589.00,                114091107.60,193350
,BALUFORGE,BE,       658.60,                 92582848.30,140610
,BANARBEADS,EQ,       123.50,                  1258728.59,9980
,BANARISUG,EQ,      3905.50,                  1652640.30,422
,BANCOINDIA,EQ,       587.75,                 76121753.25,128946
,BANDHANBNK,EQ,       185.06,               1682379650.35,9133245
,BANG,EQ,        55.79,                   380553.72,6817
,BANKA,EQ,        71.63,                   989474.51,13606
,BANKBEES,EQ,       586.50,                454132224.81,777008
,BANKBETF,EQ,        57.49,                  5404962.92,94298
,BANKETF,EQ,       577.04,                  3563221.16,6205
,BANKETFADD,EQ,        58.04,                   929355.05,16139
,BANKIETF,EQ,        58.15,                 13147991.92,226734
,BANKINDIA,EQ,       116.95,               1014875104.13,8706576
,BANKNIFTY1,EQ,       587.17,                 27313802.97,46673
,BANKPSU,EQ,        70.06,                   474533.80,6805
,BANSALWIRE,EQ,       385.75,                 23367734.80,60536
,BANSWRAS,EQ,       145.95,                  2958181.90,20268
,BARBEQUE,EQ,       323.05,                 53991863.25,165575
,BARFLEX,ST,        67.00,                  1191600.00,18000
,BASF,EQ,      5017.00,                 72150208.00,14331
,BASILIC,ST,       432.00,                  2599560.00,6000
,BASML,EQ,        35.13,                  8309349.26,232625
,BATAINDIA,EQ,      1223.10,                132651845.00,108979
,BAWEJA,SM,        52.00,                   670680.00,12800
,BAYERCROP,EQ,      5911.00,                351442959.00,59847
,BBETF0432,EQ,      1278.54,                  5089023.71,3980
,BBL,EQ,      3094.30,                325709912.50,103784
,BBNPNBETF,EQ,        57.02,                   106753.25,1880
,BBNPPGOLD,EQ,        94.80,                    56428.50,592
,BBOX,BE,       496.85,                 35849453.95,72293
,BBTC,EQ,      1929.00,                 66328046.80,34481
,BBTCL,EQ,       154.98,                 24673186.94,159430
,BCLIND,EQ,        42.46,                 44640840.88,1040820
,BCONCEPTS,EQ,       351.75,                  3610927.10,10245
,BDL,EQ,      1827.30,               3605348446.80,1971102
,BEACON,SM,        62.75,                  4203500.00,67000
,BEARDSELL,EQ,        29.99,                  1614464.12,53855
,BECTORFOOD,EQ,      1358.40,                115894957.10,84966
,BEDMUTHA,EQ,       154.03,                   678471.15,4426
,BELRISE,EQ,       102.67,                894915165.11,8620556
,BEML,EQ,      4448.40,               2797371841.20,624303
,BEPL,EQ,       116.89,                 43931870.75,378797
,BERGEPAINT,EQ,       570.00,                471464611.95,828256
,BESTAGRO,EQ,       331.15,                 13434857.30,41583
,BETA,SM,      1765.00,                  3177830.25,1785
,BEWLTD,ST,       168.00,                  2878000.00,17000
,BFINVEST,EQ,       491.60,                 16543756.45,33682
,BFSI,EQ,        27.88,                 12753726.72,458176
,BFUTILITIE,EQ,       783.35,                 86739658.15,109920
,BGRENERGY,BE,       100.74,                  8083566.27,80159
,BHAGCHEM,EQ,       295.40,                 27461187.90,92541
,BHAGERIA,EQ,       188.20,                  9294276.74,48685
,BHAGYANGR,EQ,        80.19,                  8288519.10,102376
,BHANDARI,EQ,         5.50,                  3685871.63,661643
,BHARATFORG,EQ,      1286.50,               1276883907.00,993564
,BHARATGEAR,EQ,        87.83,                  1068606.74,12174
,BHARATRAS,EQ,     10566.00,                200619064.00,19050
,BHARATSE,BE,       102.30,                  1170480.31,11455
,BHARATWIRE,EQ,       221.02,                 48590174.61,221219
,BHARTIHEXA,EQ,      1812.60,                602016308.10,330580
